Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
CAN-ZOETISPV-2024-CA-00223,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489586&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Death by euthanasia, Respiratory tract disorder NOS",1,1,1
CAN-ZOETISPV-2024-CA-05736,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000486962&_xt=AER&_xf=pdf""> AER </a>",2025-01-02 00:00:00,Veterinarian,Canada,FEMALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,Lethargy (see also Central nervous system depression in Neurological),1,1,
CAN-ZOETISPV-2024-CA-05738,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000486905&_xt=AER&_xf=pdf""> AER </a>",2025-01-02 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Facial pruritus, Skin scab",1,1,
CAN-ZOETISPV-2024-CA-05744,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000486884&_xt=AER&_xf=pdf""> AER </a>",2025-01-02 00:00:00,Veterinarian,Canada,FEMALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,Diarrhoea,1,1,
CAN-ZOETISPV-2024-CA-05785,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000488846&_xt=AER&_xf=pdf""> AER </a>",2025-01-07 00:00:00,Veterinarian,Canada,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Emesis (multiple), Overdose",1,1,
CAN-ZOETISPV-2024-CA-05793,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000488805&_xt=AER&_xf=pdf""> AER </a>",2025-01-07 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Blood in vomit, Dermatitis, Facial pruritus, Falling, Hiding, Staring, Wobbliness",1,1,
CAN-ZOETISPV-2024-CA-05804,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489584&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Longhair,"Felimazole 1,25 mg comprimidos revestidos para gatos, Felimazole 1.25 mg Coated tablets for cats, Felimazole 2,5 mg comprimidos revestidos para gatos, Felimazole 2.5 mg Coated Tablets for Cats, Felimazole 5 mg Coated Tablets for Cats, Felimazole 5 mg/ml oral solution for cats, Felimazole Vet. 2,5 mg overtrukne tabletter, Felimazole Vet., 2,5 mg, Dragerad tablett, Solensia 7 mg/ml - Solution for injection","Hypersalivation, Seizure NOS",1,1,
CAN-ZOETISPV-2024-CA-05807,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000488757&_xt=AER&_xf=pdf""> AER </a>",2025-01-07 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Dermatitis, Facial pruritus",1,1,
CAN-ZOETISPV-2024-CA-05822,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490148&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Canada,FEMALE,Cat,Domestic Longhair,"CLAVASEPTIN 40+10 MG ΔΙΣΚΙΟ, CLAVASEPTIN 400+100MG ΔΙΣΚΙΟ, CLAVASEPTIN 500MG PALATABLE TABLETS FOR DOGS, CLAVASEPTIN 50MG PALATABLE TABLETS FOR DOGS AND CATS, CLAVASEPTIN 600+150MG ΔΙΣΚΙΟ, CLAVASEPTIN 62.5 MG PALATABLE TABLETS FOR DOGS AND CATS, CLAVASEPTIN P 250 MG TABLETS FOR DOGS, CLAVASEPTIN P 62,5 MG ΔΙΣΚΙΟ, CLAVASEPTIN P 750 MG TABLETS FOR DOGS, Clavaseptin 250 mg okusne tablete za pse, Clavaseptin 250 mg, tabletid koertele, Clavaseptin 50 mg, tabletid koertele ja kassidele, Clavaseptin 500 mg, tabletid koertele, Clavaseptin 600 mg/150 mg tabletter för hund, Clavaseptin 750 mg Tabletten für Hunde, Clavaseptin 750 mg okusne tablete za pse, Clavaseptin 750 mg palatable tablets for dogs, Prednisolone 1% 10 mg/ml Oplossing voor injectie, Prednisolone 2,5% suspensie voor injectie voor honden, Prednisolone 2.5 % Oplossing voor injectie, Solensia 7 mg/ml - Solution for injection","Alopecia local, Crust, Diarrhoea, Emesis (multiple), Growling, Moist dermatitis, Nasal congestion, Restlessness, Scratching, Sneezing, Wheezing",1,1,
CAN-ZOETISPV-2024-CA-05829,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489456&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Canada,MALE,Cat,Russian,Solensia 7 mg/ml - Solution for injection,Emesis (multiple),1,1,
CAN-ZOETISPV-2024-CA-05835,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487642&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Animal owner,Canada,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Seizure NOS,1,1,
CAN-ZOETISPV-2024-CA-05881,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489955&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Canada,MALE,Cat,Domestic Shorthair,"Cerenia 16 mg  - Tablet, Cerenia 160 mg  - Tablet, Cerenia 24 mg  - Tablet, Cerenia 60 mg - Tablet, Solensia 7 mg/ml - Solution for injection","Ataxia, Death by euthanasia, Difficulty to rise, Lethargy (see also Central nervous system depression in Neurological), Limb weakness, Muscle wasting, Partial anorexia, Weight loss",1,1,1
CHE-ZOETISPV-2024-CH-00175,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487867&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Veterinarian,Switzerland,MALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,Alopecia local,1,1,
CHE-ZOETISPV-2024-CH-00179,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000488873&_xt=AER&_xf=pdf""> AER </a>",2025-01-07 00:00:00,Veterinarian,Switzerland,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Localised hair loss,1,1,
CHL-ZOETISPV-2024-CL-00139,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489472&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Chile,FEMALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Excessive chewing, licking and/or grooming, Tremor of limb, Vomiting",1,1,
DEU-DEUBVLVP-2025-00079,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490701&_xt=AER&_xf=pdf""> AER </a>",2025-01-10 00:00:00,Animal owner,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Allergic reaction, Food refusal, Nausea, Vomiting, Vomiting bile",1,1,
DEU-ZOETISPV-2024-DE-01717,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487914&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Localised itching,1,1,
DEU-ZOETISPV-2024-DE-01725,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487921&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Pruritus, Ulcerative dermatitis",3,3,
DEU-ZOETISPV-2024-DE-01727,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487909&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Scottish Fold Longhair,Solensia 7 mg/ml - Solution for injection,"Death, Drunken gait",1,1,1
DEU-ZOETISPV-2024-DE-01730,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000487927&_xt=AER&_xf=pdf""> AER </a>",2025-01-06 00:00:00,Veterinarian,Germany,FEMALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Alopecia, Dermatitis, Pruritus, Pyoderma",1,1,
DEU-ZOETISPV-2024-DE-01744,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489528&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Germany,MALE,Cat,Domestic Shorthair,"Foresto 1,25 g + 0,56 g zgardă antiparazitară pentru câini < 8 kg, Foresto 1,25 g + 0,56 g, antkaklis katėms ir šunims iki 8 kg svorio, SERESTO (1,25+0,563)g ΠΕΡΙΛΑΙΜΙΟ, SERESTO 1,25+0,563g/περ.38 ΠΕΡΙΛΑΙΜΙΟ, SERESTO COLAR 4,5+2,025g/περ.70cm ΠΕΡΙΛΑΙΜΙΟ, Seresto 1,25 g + 0,56 g collier pour chats, Seresto 1,25 g + 0,56 g collier pour chats et chiens ≤ 8 kg, Seresto 1,25 g + 0,56 g collier pour chiens ≤ 8 kg, Seresto 1.25 g + 0.56 g, collar for cats, Seresto 1.25 g + 0.56 g, collar for cats and dogs = 8 kg, Seresto 1.25 g + 0.56 g, collar for cats and dogs ≤ 8 kg, Seresto 1.25 g + 0.56 g, collar for dogs ≤ 8 kg, Seresto 4,50 g + 2,03 g collier pour chiens > 8 kg, Seresto 4.50 g + 2.03 g, collar for dogs > 8 kg, Seresto Cat collier pour chats 1.25 g - 0.56 g Collier, Seresto Cat halsband voor katten 1.25 g - 0.56 g Halsband, Seresto Dog 4,50 g+ 2,03 g collier pour chiens > 8 kg, Seresto Dog halsband voor honden groter dan 8 kg 4.5 g - 2.03 g Halsband, Seresto Dog halsband voor honden kleiner of gelijk aan 8 kg 1.25 g - 0.56 g Halsband, Seresto Vet. til hunde over 8 kg 4,50 g+2,03 g halsbånd, Seresto Vet. til katte 1,25 g+0,56 g halsbånd, Seresto coleira 1,25 g + 0,56 g para cães ≤ 8 kg, Seresto coleira 1,25 g + 0,56 g para gatos, Seresto coleira 1,25 g + 0,56 g para gatos e cães ≤ 8 kg, Seresto coleira 4,50 g + 2,03 g para cães > 8 kg, Solensia 7 mg/ml - Solution for injection","Crust, Dry skin, General hair loss, Medication error NOS, Pruritus, Scaly condition NOS",1,1,
DEU-ZOETISPV-2024-DE-01747,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490143&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Germany,FEMALE,Cat,Domestic Shorthair,Solensia 7 mg/ml - Solution for injection,"Balance impaired, Disorientation, Excessive thirst, Weakness",1,1,
DEU-ZOETISPV-2024-DE-01749,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490126&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Persian,Solensia 7 mg/ml - Solution for injection,Pruritus,1,1,
DNK-ZOETISPV-2024-DK-00158,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489375&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Denmark,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Crust, Purulent lesion(s), Wound",1,1,
FIN-ZOETISPV-2024-FI-00447,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000490118&_xt=AER&_xf=pdf""> AER </a>",2025-01-09 00:00:00,Veterinarian,Finland,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Facial pruritus,1,1,
FIN-ZOETISPV-2024-FI-00448,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489350&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Finland,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Nausea, Vomiting",1,1,
FIN-ZOETISPV-2024-FI-00450,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000489377&_xt=AER&_xf=pdf""> AER </a>",2025-01-08 00:00:00,Veterinarian,Finland,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Ataxia,1,1,
